Country,Province,City,Pop.,ABBR,Rent,Total COL,Sal,QOL,Prov. ABBR,Lat,Long,Snow Days/Y,Snow Fall/Y,Total Temps Ave,Summer Temps Ave,Spring Temps Ave,Winter Temps Ave,Fall Temps Ave,Highest 3 Year,Lowest 3 Year,Most Days,Sunny Days/Y,Hours Rained/Y,Winter Daylight,Cluster,Ben Score
Austria,Salzburg,Salzburg,"157,652",AT,0.784704200252408,0.794913272837982,0.8878240286871809,0.6193763045140467,,47.7981346,13.0464806,1.2263567673947684,1.913417300122175,-0.5819610160335226,-0.4734343559057985,-0.522823728274925,-0.5545745666055014,-0.6250176179610376,16.8,-7.2,Overcast,-0.33037171607627475,1.4338076627816467,0.16900009764056173,0,-2
Austria,Vienna,Vienna,"2,028,399",AT,0.8770006988386452,1.2211438364255927,0.979438856035054,1.3631022281509904,,48.2083537,16.3725042,-0.07259862983198659,-0.32482137335974703,-0.10376097794694127,0.3333124451965657,0.030704026352086983,-0.3784247026410717,-0.29065723476833644,16.4,-3.7,Overcast,-0.15937082614829884,-0.6272288447043055,0.10445773016763732,2,7
Belarus,Mogilev,Babruysk,"208,611",BY,-1.8861257275868315,-2.0054963072244774,-1.4388766727510454,-2.5786451671248107,,53.1449683,29.2281209,1.9376894849237063,1.98466097142664,-1.1691597453265434,-0.5151336486680727,-0.9609133611882753,-1.564310451741896,-1.2202405310855788,11.2,-7.6,Overcast,-0.3548004146374141,0.028621380075858918,-0.7597795223330036,4,-12
Belarus,Brest,Baranavichy,"172,150",BY,-1.733259651803376,-1.7979893223199825,-1.400967089020891,-2.653017759488505,,53.1322925,26.0184156,1.813979447092587,1.3078460940342285,-1.1873018876681019,-0.7346154100350931,-1.004839985079317,-1.3802540698750962,-1.256440966273765,13.5,-10.5,Overcast,-0.6479447973710871,-0.027180241259028154,-0.7597795223330036,4,-12
Belarus,Minsk,Barysaw,"136,409",BY,-1.476560015110404,-1.7157343012767596,-1.357529024330089,-2.1324096129426446,,54.2240665,28.5117849,2.339747107874845,2.231045334687913,-1.366652423453061,-0.7640963616385276,-1.2141451185601506,-1.6765646187046144,-1.3729405486066553,9.7,-11.7,Overcast,-0.6479447973710871,0.4105363728483968,-0.9911982854264936,4,-13
Belarus,Brest,Brest,"342,461",BY,-1.6784586057677977,-1.777425567059177,-1.437297106762289,-2.5786451671248107,,52.093751,23.6851851,1.2263567673947684,0.7444273934680892,-0.8014751048800995,-0.36615956242866193,-0.6297641400096676,-1.0020283181268372,-0.9319534290414783,15.7,-8.5,Overcast,-0.5990874002488082,-0.14313166221463716,-0.5692985803462116,4,-11
Belarus,Gomel,Gomel,"501,802",BY,-1.7217225894800965,-1.876505478770332,-1.4641497285711484,-1.1655659122146178,,52.4238936,31.0131698,1.9376894849237063,1.7335270300784027,-1.1235127151584743,-0.45437822749293394,-0.8675692854198077,-1.5842606190071786,-1.1625392313613794,11.1,-8.7,Overcast,-0.23265692183171707,0.06485619912448695,-0.6226526492752944,4,-5
Belarus,Grodno,Grodno,"358,717",BY,-2.0274547410470074,-2.11205394812138,-1.3693757692457624,-2.281154797670033,,53.6834599,23.8342648,1.5665593714303476,0.7450210907289597,-0.9789005901915158,-0.5784672519226013,-0.866523413422402,-1.119522851606243,-1.0526215463354318,14.7,-8.5,Overcast,-0.7456595916156448,-0.13660939478588413,-0.8735524750946277,4,-10
Belarus,City of Minsk,Minsk,"1,995,471",BY,-1.2371659719023511,-1.3904530816967409,-1.378853165178301,-0.570585173305063,,53.9024716,27.5618225,2.2624283342303952,1.9781303015570644,-1.3449226870471747,-0.7181374637016118,-1.2018561225906326,-1.647788570990175,-1.3808388253749868,10.6,-12.4,Overcast,-0.6968021944933658,0.20399790427121794,-0.917202700746167,4,-4
Belarus,Mogilev,Mogilev,"353,338",BY,-1.6582687467020583,-1.7456452180197497,-1.363847288285115,-2.3555273900337275,,53.9090245,30.3429838,2.107790786941496,2.4453700458621763,-1.3749068065441554,-0.6537950065899325,-1.1872139146269518,-1.8021495425957479,-1.3846782654707035,8.4,-10.5,Overcast,-0.6235160988099476,0.3054553976073756,-0.917202700746167,4,-12
Belarus,Brest,Pinsk,"124,613",BY,-1.9236211801374903,-1.9681076612957396,-1.4001773060265128,-2.7273903518521996,,52.1113862,26.1025274,1.4119218241414477,1.0145596471641836,-0.9439871747850115,-0.4902485868583282,-0.7446793257246284,-1.1893024689073923,-1.0266230519730069,14.0,-9.1,Overcast,-0.5013726060042506,-0.21125312202605737,-0.5692985803462116,4,-11
Belarus,Vitebsk,Vitebsk,"359,148",BY,-1.9495795703648695,-2.2167421567218457,-1.3883305611108396,-2.206782205306339,,55.1930197,30.2070437,2.880978523385993,2.610417884384186,-1.5030976676231755,-0.8480554215281579,-1.3495855422242002,-1.847566052407036,-1.4862588805745234,10.0,-12.5,Overcast,-0.6723734959322265,0.7620141176200868,-1.2071858621122191,4,-14
Bulgaria,Burgas,Burgas,"194,993",BG,-1.1160268175079147,-1.1792072321993725,-0.999757327876757,-0.27309480385028556,,42.4936616,27.4721276,-0.6756850642586946,-0.5201477721861534,0.7132479434829618,1.1633749798864383,0.4111399654084421,0.3511814144892595,0.7799980604943832,21.4,-1.8,Overcast,0.8422058148584172,-1.238147893864171,0.8853102097604346,5,4
Bulgaria,Pleven,Pleven,"110,843",BG,-1.5025184053377831,-1.5175744778544493,-1.0495136565225847,-0.7193303580324517,,43.4809895,24.6060665,-0.39733747913867556,0.153104921641035,0.3716098192921634,1.1964429674264145,0.3324380976036573,-0.2722383284871487,0.27264347641753167,21.2,-3.5,Overcast,1.1597788961532294,-1.2852531586273874,0.762316722722349,5,3
Bulgaria,Plovdiv,Plovdiv,"321,824",BG,-1.1910177226092324,-1.201640419756615,-0.9500009992309293,-0.4218399885776743,,42.1418541,24.7499297,-0.6911488189875845,-0.32482137335974687,0.906803018368144,1.7736194685902447,0.7667364445264093,0.21474801254603745,0.7751713358026252,21.0,-2.3,Overcast,1.4284945803257627,-1.3997551868210514,0.9281876813270048,5,4
Bulgaria,Ruse,Ruse,"139,226",BG,-1.27466142445301,-1.3119369252463915,-1.0297690816631293,-0.7193303580324517,,43.8480413,25.9542057,-0.3664099696808957,-0.0641882758375813,0.6258331515253235,1.4700665524605792,0.597697382945699,-0.0901126079686019,0.5211100997546276,22.3,-1.6,Overcast,0.9643493076641138,-1.2316256264354182,0.717293803579846,5,2
Bulgaria,Sliven,Sliven,"111,392",BG,-1.6467316843787787,-1.6596513323836528,-0.722543496850003,-1.4630562816693953,,42.64169,26.2634283,-0.5519750264275749,-0.2428911513596126,0.5677316281420683,1.2332100857759458,0.3749266474982662,0.09330022011544692,0.5024613907182893,20.9,-1.4,Overcast,0.5979188292470226,-1.115674205479809,0.8680082127143454,5,-1
Bulgaria,Sofia City,Sofia,"1,280,334",BG,-0.4497614683385148,-0.43891204281036456,-0.974484272056654,0.0987681579681862,,42.6977028,23.3217359,-0.04167112037420697,0.03317807494518653,-0.06954758089445089,0.6249833047864454,-0.1965116650843201,-0.47100451110254377,-0.1462942871693872,19.6,-5.6,Overcast,0.8910632119806955,-1.0591478877639495,0.8593239644852578,5,5
Bulgaria,Stara Zagora,Stara Zagora,"142,746",BG,-1.4246432346556455,-1.4502749151827214,-0.8425905119954918,-0.49621258094136866,,42.4248111,25.6257479,-0.6138300453431348,-0.3105726390988539,0.49772979274055446,1.2807383119350955,0.3605459075339375,-0.08229802632091085,0.41426396680525257,20.3,-3.7,Overcast,0.8422058148584172,-1.272933320150854,0.8939289554184988,5,3
Bulgaria,Varna,Varna,"319,900",BG,-0.8824013054615018,-0.8221456635799267,-0.9255177264052046,-0.049977026759202514,,43.2073873,27.9166653,-0.6138300453431348,-0.4103137789251041,0.5923489402582666,0.9581292673925622,0.27596100974374477,0.31881985284234965,0.6781980488136665,20.3,-1.0,Overcast,0.5734901306858835,-1.1939414146248453,0.7979112878962445,5,4
Albania,Tirana,Tirana,"418,495",AL,-0.4468772027576949,-0.34544042798852015,-1.1782482846062339,-0.34746739621397993,,41.3281482,19.8184435,-1.1086701966676131,-0.8828967985780511,1.3621941250863998,1.5644504355407793,1.2197297534027913,1.0685600097473211,1.2937151453012803,23.7,-1.8,Overcast,2.74764430262729,-0.8011559761377193,1.0301453803011789,1,3
Albania,Durrës,Durrës,"113,249",AL,-1.0583415058915164,-0.9978722994449943,-1.1616628417242914,-1.4630562816693953,,41.313255,19.4462348,-1.093206441938723,-0.8781472204910868,1.5193482455627958,1.4761196756034882,1.3730807350224143,1.3212008376044464,1.541084785753887,22.7,2.4,Overcast,2.576643412699316,-0.6192571845136072,1.0301453803011789,1,-1
France,Provence-Alpes-Côte d'Azur,Aix-en-Provence,"147,478",FR,0.5222360323977958,0.4135490843648567,-0.1009842802743464,0.5450037121503524,PAC,43.5298424,5.4474738,-1.0622789324809432,-0.8158090080996806,0.7446612671193912,0.9360465774082414,0.6807134727397843,0.5658525691640734,0.6382678718182123,18.3,-2.3,Overcast,1.0864928004698111,-1.4012045795829964,0.7546436180630972,5,4
France,Hauts-de-France,Amiens,"133,625",FR,-0.4930254520508135,-0.33422383420989876,1.1223895780175113,-0.27309480385028556,HDF,49.8941708,2.2956951,-0.6602213095298046,-0.6074212695341222,-0.18373807489316815,-0.7444797588605765,-0.18749101910669572,0.22274646670308612,-0.07093156300489069,17.0,-1.5,Overcast,-0.7212308930545054,0.24313150884373602,-0.1667603315106308,0,-2
France,Pays de la Loire,Angers,"157,175",FR,0.5453101570443551,0.44159056881141,0.5916554057953496,0.470631119786658,PDL,47.4739884,-0.5515588,-0.9694964041076036,-0.7689069244909081,0.20701800380435756,-0.2544009740308488,0.21059400990588234,0.5054504498401535,0.24774196493959758,18.1,-0.5,Overcast,-0.3792291131985535,-0.06413975668862858,0.2113558312605489,5,0
France,Auvergne-Rhône-Alpes,Annecy,"131,715",FR,0.38667555009925997,0.4640237563686527,0.09014320436518203,0.39625852742296364,ARA,45.8992348,6.1288847,-0.14991740347643637,-0.0071933387940099364,-0.2746821260523004,0.01597185968582799,-0.40372505457034136,-0.2720544559777912,-0.3853268576998661,15.5,-3.0,Overcast,-0.52580130456539,0.2619736147490222,0.4451173442264865,0,0
France,Île-de-France,Argenteuil,"107,221",FR,1.1250475387891576,0.8659517001025837,0.7819931074404999,0.17314075033188056,IDF,48.9479069,2.2481797,-0.7530038379031443,-0.6608540230124705,0.014658793607284903,-0.3542775058888751,0.07018569425415512,0.2734952792857404,0.01660767117745076,17.1,-3.8,Overcast,-0.6235160988099476,0.2561760437012421,-0.017163959091758402,2,-4
France,Bourgogne-Franche-Comté,Besançon,"119,198",FR,-0.6401229966726291,-0.414609422956685,-0.0393812067128455,0.39625852742296364,BFC,47.2380222,6.0243622,-0.3664099696808957,-0.37884782409896584,-0.0970816361523799,-0.16438879099830822,-0.08211941536806226,0.005133351878553154,-0.14146756247762907,17.8,-6.5,Overcast,-0.2082282232705776,1.2308926761093315,0.25318686530469625,0,0
France,Nouvelle-Aquitaine,Bordeaux,"261,804",FR,0.1732398971185864,0.3761604384361189,0.3207598387236213,0.6937488968777411,NAQ,44.841225,-0.5800364,-0.9849601588364935,-0.8472749629258189,0.6277873694302826,0.20664523868750956,0.7105208246658489,0.7717897796444092,0.6417782170485818,20.1,-0.6,Overcast,-0.037227333342601816,0.21776713550969637,0.5893161112039297,5,2
France,Île-de-France,Boulogne-Billancourt,"119,808",FR,2.0566653213939894,1.499689248594689,1.012609741798939,1.2143570434236015,IDF,48.8356649,2.240206,-0.7375400831742543,-0.6519485640994124,0.08113136980730432,-0.2567549663642028,0.13215361010044896,0.31532627516455825,0.06926284963299364,17.0,-2.2,Overcast,-0.42808651032083234,0.13152826617396188,0.0052760313090417475,2,-1
France,Brittany,Brest,"139,619",FR,-0.7843362757136247,-0.5174281992607139,0.1880762956680809,0.32188593505926927,BRE,48.3905283,-4.4860088,-0.7684675926320341,-0.817590099882292,0.015329644529882029,-1.2158386998964867,-0.03178682549290971,0.899121492374438,0.20133958892564943,16.0,1.3,Light Drizzle,-0.770088290176784,2.0606700323229092,0.0717184067506922,0,-1
France,Normandy,Caen,"108,200",FR,-0.16710344141816333,-0.13793344308402547,0.23862240730828677,-0.6449577656687574,NOR,49.1813403,-0.3635615,-0.7066125737164745,-0.5456767544035864,-0.06768086528374483,-0.8750702859252215,-0.09244740134244382,0.47869699972864593,0.10820574203240754,18.1,0.3,Overcast,-0.5990874002488082,0.2866132917020895,-0.05110581956352297,0,-4
France,Auvergne-Rhône-Alpes,Clermont-Ferrand,"147,327",FR,-0.14691358235242394,-0.012681479222753932,0.27969112301595406,0.2475133426955749,ARA,45.7774551,3.0819427,-0.18084491293421648,-0.36756757614242547,0.029913360238531538,-0.1482471292838786,-0.04995885144783358,0.1788009369666575,0.08615638605414769,18.9,-1.0,Overcast,-0.15937082614829884,0.26487240027291276,0.45492347206574385,0,1
France,Bourgogne-Franche-Comté,Dijon,"159,346",FR,-0.19017756606472264,0.007882276038051843,-0.010159235920851484,0.32188593505926927,BFC,47.3215806,5.0414701,-0.6138300453431348,-0.5872355626645238,-0.09976503984277126,-0.14735037029974374,-0.08996345534860523,-0.004519954862712631,-0.15013372726510443,15.1,-3.6,Overcast,-0.5013726060042506,0.06485619912448695,0.23233585401258347,0,1
France,Auvergne-Rhône-Alpes,Grenoble,"157,477",FR,-0.04019575586208717,0.08639843248840116,0.3973687891783083,0.6937488968777411,ARA,45.1875602,5.7357819,0.4840965404080513,1.0840222266860362,0.46054131768350154,0.5549240091509053,0.46330283127905597,0.3563298447512683,0.3751016778289432,20.7,-0.9,Overcast,-0.3792291131985535,0.8083946860023307,0.5419281649581766,0,2
France,Normandy,Le Havre,"166,058",FR,-0.6170488720260697,-0.4164788552531219,-0.12388798711131468,-0.6449577656687574,NOR,49.4938975,0.1079732,-0.5519750264275749,-0.4874944228382739,-0.014508637810012983,-0.9000674426079818,-0.05322720143972648,0.5505911508874056,0.21395489209729057,18.0,0.9,Overcast,-0.6235160988099476,1.4627955180205494,-0.1084400003829284,0,-5
France,Hauts-de-France,Lille,"236,710",FR,0.1501657724720271,0.32194690183944913,0.5853371418403239,0.6193763045140467,HDF,50.6365654,3.0635282,-0.6602213095298046,-0.5148044968383185,-0.24636055014610456,-0.7699252950354042,-0.24880526495460903,0.1504845705256112,-0.14388092482350812,17.2,-0.3,Overcast,-0.770088290176784,0.36488050084712564,-0.29870088609231726,0,0
France,Nouvelle-Aquitaine,Limoges,"129,760",FR,-0.7035768394506672,-0.4276954490317432,-0.0038409719658257513,0.0987681579681862,NAQ,45.8354243,1.2644847,-0.7220763284453644,-0.6181078202297919,0.06753934676684384,-0.20149219396688792,0.0031191524205096428,0.29436480909781,0.09734561147595065,19.8,-3.0,Overcast,0.3047744465133497,1.2801720300154649,0.4451173442264865,5,0
France,Auvergne-Rhône-Alpes,Lyon,"522,250",FR,0.1328601789871076,0.40046305828979845,0.5908656228009714,1.0656118586962129,ARA,45.7578137,4.8320114,-0.7066125737164745,-0.7404094559691223,0.35279682602800727,0.5578384758493448,0.3665596715190204,0.18643164610499138,0.2509232153046195,17.1,-3.0,Overcast,-0.28151431895399587,-0.4714191227952056,0.46470204952941563,5,6
France,Pays de la Loire,Le Mans,"145,004",FR,-0.5680163571521313,-0.2519688131666757,0.48819383353180323,-0.6449577656687574,PDL,48.0073849,0.1967849,-0.8767138757342638,-0.7249733271864884,0.028600825824752305,-0.38073189592085444,0.036456322337819126,0.3287489683476517,0.057305736192047325,18.1,-3.1,Overcast,-0.52580130456539,0.04094121855239256,0.13688286083767187,5,-2
France,Provence-Alpes-Côte d'Azur,Marseille,"873,076",FR,-0.08345973957438586,0.475240350147274,0.08935342137080382,0.7681214892414354,PAC,43.2961743,5.3699525,-1.0622789324809432,-0.8532119355345243,1.290471411231267,1.0578937043775716,1.220644891400522,1.2783585429241633,1.2685942372464476,17.9,1.9,Overcast,1.4529232788869024,-1.4881681452997033,0.7903179883102942,1,9
France,Grand Est,Metz,"120,874",FR,-0.12095519212504473,0.08826786478483806,0.49530188048120716,0.32188593505926927,GES,49.1196964,6.1763552,-0.32001870549422584,-0.5456767544035865,-0.26569855717577306,-0.40965237315920466,-0.23638553498541603,-0.08542385897998706,-0.2981167183828718,15.9,-3.4,Overcast,-0.5013726060042506,0.5460545960902649,-0.03975330228902365,0,0
France,Occitania,Montpellier,"302,454",FR,0.0636378050474297,0.2135198286461096,0.31365179177421737,0.6193763045140467,OCC,43.6112422,3.8767337,-1.0313514230231633,-0.8597426054041003,1.0058556154612843,1.0925310201397826,0.9783947900014062,0.8115062416656166,0.9245804046702296,20.8,0.3,Overcast,0.5490614321247442,-0.9852288569047485,0.7456664863707795,5,5
France,Île-de-France,Montreuil,"111,455",FR,1.0587094304302997,0.8939931845491371,0.5371603791832527,0.17314075033188056,IDF,50.4638918,1.7631125,-0.6292938000720247,-0.40853268714249247,-0.3554467436467953,-1.1036317320066062,-0.38633743261347053,0.19259137516846556,-0.16241993557139844,16.6,-1.5,Overcast,-0.6235160988099476,1.558455440308927,-0.2622063179041277,0,-6
France,Grand Est,Mulhouse,"106,341",FR,-0.4641827962426144,-0.14728060456620992,-0.049648385639762316,0.470631119786658,GES,47.7467233,7.3389937,-0.38187372440978556,-0.28801214318577356,-0.14768712966138955,-0.07392822847369906,-0.07218363139270657,-0.12330159590761999,-0.2754091726739187,18.9,-5.9,Overcast,-0.4769439074431112,0.24458090160568083,0.16900009764056173,0,2
France,Grand Est,Nancy,"104,260",FR,-0.2911268613934196,-0.0014648854441325994,0.1406893160053879,0.17314075033188056,GES,48.6937223,6.1834097,-0.24269993184977606,-0.4316868803164434,-0.2200223595762862,-0.3370148954442769,-0.18749101910669508,-0.07080599448607056,-0.25588287732998743,16.2,-3.5,Overcast,-0.4525152088819718,0.6417145183786424,0.027568879300076808,0,0
France,Pays de la Loire,Nantes,"323,204",FR,-0.020005896796347778,0.1780006150138087,0.12568343911220178,0.470631119786658,PDL,47.2186371,-1.5541362,-1.0158876682942735,-0.8609299999258414,0.25164417387282256,-0.3909325293653884,0.2696857777593098,0.6416999792740185,0.33703637173712275,17.7,-0.7,Overcast,-0.25708562039285654,0.42503030046784757,0.25318686530469625,5,0
France,Provence-Alpes-Côte d'Azur,Nice,"348,085",FR,0.5972269374991136,0.7575246269092443,0.08303515741577808,0.470631119786658,PAC,43.7009358,7.2683912,-1.0468151777520531,-0.8692417615780287,1.259495599066098,1.1009381356160468,1.1513558715723886,1.2034304953610049,1.2575147101130941,20.5,4.0,Overcast,0.47577533644132597,-1.3997551868210514,0.7366650548715716,1,4
France,Occitania,Nîmes,"148,104",FR,-0.3863076255604767,-0.25944654235242326,0.07276797848886127,0.6193763045140467,OCC,43.8374249,4.3600687,-0.9849601588364935,-0.8217459807083858,1.078103343081928,1.2276053421251052,1.0465072038324574,0.8606921379187322,0.9482752349752241,20.0,-0.6,Overcast,0.6223475278081625,-1.117123598241754,0.7185918206725695,5,6
France,Centre-Val de Loire,Orléans,"116,617",FR,-0.39207615672211654,-0.2687937038346077,0.8270107381200582,0.470631119786658,CVL,47.9027336,1.9086066,-0.8612501210053738,-0.7546581902300152,-0.022150504841344378,-0.34127450061891745,-0.012307459541225477,0.23920305629057712,-0.024419488702494014,18.7,-4.2,Overcast,-0.403657811759693,0.2380586341769278,0.14762200302222692,0,1
France,Île-de-France,Paris,"2,133,111",FR,2.0537810558131695,1.9408752705537948,1.1350261059275626,1.511847412878379,IDF,48.8534951,2.3483915,-0.7375400831742543,-0.6519485640994124,0.07299365644187783,-0.263704848491248,0.12274076212379612,0.3087068648276904,0.06125487457621361,17.0,-2.2,Overcast,-0.42808651032083234,0.13152826617396188,0.0052760313090417475,2,1
France,Occitania,Perpignan,"119,656",FR,-0.36900203207555726,-0.19588584427356903,-0.13494494903260973,-0.049977026759202514,OCC,42.6985304,2.8953121,-1.0777426872098332,-0.8775535232302163,1.3306932991557199,1.223009452331412,1.3285004411329926,1.1919384635261647,1.2708979013038781,22.2,0.9,Overcast,0.25591704939107124,-1.9389292942646341,0.8605683833118789,1,4
France,Grand Est,Reims,"179,380",FR,-0.2017146283880023,0.01349057292736251,-0.07966013942613455,0.17314075033188056,GES,49.2577886,4.031926,-0.6756850642586946,-0.6709468764472697,-0.16127915270185003,-0.5349744411920575,-0.10774327930450323,0.11159553479651199,-0.1257807072294151,16.3,-2.4,Overcast,-0.5013726060042506,0.21341895722386103,-0.062494425374056736,0,0
France,Brittany,Rennes,"225,081",FR,-0.2622842055852205,-0.018289776112064598,0.3823629122851222,0.6193763045140467,BRE,48.1113387,-1.6800198,-0.845786366276484,-0.7748438970996135,0.025684082683023197,-0.655812714304237,0.05685082628723209,0.4829260674438669,0.11445854447400226,17.4,-1.5,Overcast,-0.52580130456539,0.37212746465685104,0.11530063050505213,0,2
France,Normandy,Rouen,"114,083",FR,-0.46706706182343427,-0.37348191243507345,0.3010152638641659,0.6193763045140467,NOR,49.4404591,1.0939658,-0.7220763284453644,-0.5973284160993231,-0.12531570976432332,-0.7413411024161023,-0.08591070135865739,0.29684708797413556,-0.027929833932863576,17.5,-2.4,Overcast,-0.6968021944933658,0.7554918501913337,-0.09689533838091854,0,1
France,Île-de-France,Saint-Denis,"113,942",FR,1.0702464927535793,0.8472573771382149,0.7330265617890503,0.0987681579681862,IDF,48.935773,2.3580232,-0.7530038379031443,-0.6608540230124705,0.021425637696096997,-0.3480001929999289,0.07802973423469871,0.2788275820571059,0.022970171907495056,17.1,-3.8,Overcast,-0.6235160988099476,0.2561760437012421,-0.017163959091758402,0,-4
France,Auvergne-Rhône-Alpes,Saint-Étienne,"172,718",FR,-0.6487757934150888,-0.448259204292549,0.027750347809302914,0.6937488968777411,ARA,45.4401467,4.3873058,-0.01074361091642686,-0.029753834707090233,-0.2227932655609294,-0.18501424763340993,-0.44176864847597663,-0.10408691867976777,-0.16198114241760117,16.7,-3.9,Overcast,-0.18379952470943828,0.1518197648411938,0.5035340944452772,0,5
